protein,ligand,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2
5HT2A_HUMAN,ach,2.0933585166931152,0.6790313720703125,0.23403683304786682,0.47347521781921387,3.9526801109313965,0.8845875263214111
5HT2A_HUMAN,dop,-0.640670657157898,0.8997396230697632,-0.8977757692337036,0.9223088026046753,-0.3835654854774475,0.8771705031394958
5HT2A_HUMAN,his,1.4288032054901123,0.6406986713409424,1.706938624382019,0.6165925860404968,1.1506677865982056,0.6648048162460327
5HT2A_HUMAN,pea,1.4525713920593262,0.6291946768760681,1.2114919424057007,0.7778189778327942,1.6936508417129517,0.48057040572166443
5HT2A_HUMAN,ser,-2.09451961517334,0.9947615265846252,-1.839414119720459,0.9997091889381409,-2.3496251106262207,0.9898138642311096
5HT2A_HUMAN,try,-0.657394528388977,0.9605298638343811,-0.8415921926498413,0.9717550277709961,-0.47319692373275757,0.9493046998977661
5HT2B_HUMAN,ach,0.7119356393814087,0.6590057015419006,-0.5752241611480713,0.38661816716194153,1.9990954399108887,0.9313932061195374
5HT2B_HUMAN,dop,-0.2300989180803299,0.8144322633743286,0.31795886158943176,0.7666312456130981,-0.7781566977500916,0.8622332811355591
5HT2B_HUMAN,his,0.8786830902099609,0.6038326025009155,1.2095853090286255,0.6087194085121155,0.5477808713912964,0.5989458560943604
5HT2B_HUMAN,pea,0.5967240333557129,0.7951583862304688,0.8793389201164246,0.7696956396102905,0.3141091465950012,0.8206211924552917
5HT2B_HUMAN,ser,-2.123579263687134,0.9947191476821899,-1.8700870275497437,0.9996379613876343,-2.3770716190338135,0.9898003935813904
5HT2B_HUMAN,try,-0.5364730954170227,0.9360712766647339,-0.4387171268463135,0.9321870803833008,-0.6342290639877319,0.939955472946167
5HT2C_HUMAN,ach,1.1854248046875,0.8488039970397949,-0.7579823732376099,0.7812204957008362,3.1288318634033203,0.9163875579833984
5HT2C_HUMAN,dop,-0.7772068381309509,0.9258630871772766,-0.6048460006713867,0.9181324243545532,-0.9495676755905151,0.93359375
5HT2C_HUMAN,his,1.4180604219436646,0.6749547123908997,1.8993594646453857,0.6589300632476807,0.9367613196372986,0.6909793615341187
5HT2C_HUMAN,pea,1.036447286605835,0.7479814291000366,1.1331685781478882,0.7943126559257507,0.9397259950637817,0.7016502022743225
5HT2C_HUMAN,ser,-2.2134475708007812,0.9936813116073608,-2.0206689834594727,0.9991018772125244,-2.406226396560669,0.9882607460021973
5HT2C_HUMAN,try,-0.7182710766792297,0.9430222511291504,-1.091550350189209,0.9524030685424805,-0.3449917733669281,0.9336413741111755
ACM1_DROME,ach,-1.183288335800171,0.9890628457069397,-2.0192465782165527,0.9924008846282959,-0.3473299741744995,0.9857248067855835
ACM1_DROME,dop,-0.056703969836235046,0.7491476535797119,0.37562909722328186,0.6632438898086548,-0.48903703689575195,0.8350514769554138
ACM1_DROME,his,-0.21215519309043884,0.8430219888687134,-0.11924014985561371,0.8730081915855408,-0.30507025122642517,0.8130358457565308
ACM1_DROME,pea,0.30192506313323975,0.8414438962936401,0.38255470991134644,0.9263519644737244,0.22129541635513306,0.7565357685089111
ACM1_DROME,ser,-0.16332654654979706,0.7388591766357422,0.11868742108345032,0.7534580826759338,-0.44534051418304443,0.7242602109909058
ACM1_DROME,try,0.16759872436523438,0.701772153377533,0.3264252841472626,0.7650337219238281,0.008772172033786774,0.6385105848312378
ACM1_HUMAN,ach,-0.9583978652954102,0.9876440763473511,-1.521180510520935,0.9822288751602173,-0.39561527967453003,0.9930592775344849
ACM1_HUMAN,dop,0.03726761043071747,0.6744515895843506,-0.04911130666732788,0.680229663848877,0.12364652752876282,0.6686735153198242
ACM1_HUMAN,his,-0.16049893200397491,0.8524559736251831,-0.3025476336479187,0.9262050986289978,-0.018450237810611725,0.7787067890167236
ACM1_HUMAN,pea,0.1914730817079544,0.8639765977859497,0.35555556416511536,0.9185445308685303,0.02739058993756771,0.8094086050987244
ACM1_HUMAN,ser,-0.06824462860822678,0.6274532079696655,-0.03104517236351967,0.6674802899360657,-0.10544408857822418,0.5874261260032654
ACM1_HUMAN,try,-0.08778045326471329,0.6575669050216675,-0.16880273818969727,0.7751752138137817,-0.006758164614439011,0.539958655834198
ACM1_MOUSE,ach,-1.1642978191375732,0.9851921796798706,-1.4510830640792847,0.9747552275657654,-0.8775126338005066,0.995629072189331
ACM1_MOUSE,dop,-0.29677677154541016,0.6731323003768921,-0.4267091155052185,0.6726758480072021,-0.1668444126844406,0.6735886931419373
ACM1_MOUSE,his,0.16655902564525604,0.8009576797485352,0.23419979214668274,0.8796493411064148,0.09891825914382935,0.7222659587860107
ACM1_MOUSE,pea,0.4172203540802002,0.7609763145446777,0.6177445650100708,0.874821126461029,0.2166961133480072,0.6471315622329712
ACM1_MOUSE,ser,0.30065077543258667,0.5370503664016724,0.12569770216941833,0.584449052810669,0.4756038784980774,0.489651620388031
ACM1_MOUSE,try,0.026320621371269226,0.6608452200889587,0.028360694646835327,0.7611667513847351,0.024280548095703125,0.5605236887931824
ACM2_HUMAN,ach,-1.8005223274230957,0.9968838691711426,-1.8293651342391968,0.9956390857696533,-1.7716796398162842,0.9981285929679871
ACM2_HUMAN,dop,0.0627051442861557,0.7117047309875488,-0.12381193786859512,0.700896143913269,0.24922221899032593,0.7225133180618286
ACM2_HUMAN,his,-0.11629898846149445,0.862436056137085,0.07391057163476944,0.8944030404090881,-0.30650854110717773,0.8304690718650818
ACM2_HUMAN,pea,0.16305150091648102,0.8705538511276245,0.022256936877965927,0.9471812844276428,0.3038460612297058,0.7939264178276062
ACM2_HUMAN,ser,0.05595719814300537,0.6562916040420532,-0.010414969176054,0.5999088287353516,0.12232936918735504,0.7126743793487549
ACM2_HUMAN,try,0.25384271144866943,0.730589747428894,0.12112325429916382,0.8069543242454529,0.38656216859817505,0.6542251110076904
ACM2_MOUSE,ach,-1.5048260688781738,0.997427761554718,-1.882632851600647,0.9969006776809692,-1.1270194053649902,0.9979548454284668
ACM2_MOUSE,dop,0.21985980868339539,0.7172321081161499,0.18287433683872223,0.700045645236969,0.25684526562690735,0.734418511390686
ACM2_MOUSE,his,-0.10688529908657074,0.8646814823150635,-0.12798917293548584,0.9142231345176697,-0.08578142523765564,0.8151398301124573
ACM2_MOUSE,pea,0.30433449149131775,0.870320737361908,0.14499765634536743,0.9572969079017639,0.46367132663726807,0.783344566822052
ACM2_MOUSE,ser,-0.05535101890563965,0.6698645353317261,-0.3203118145465851,0.6464335322380066,0.2096097767353058,0.6932955980300903
ACM2_MOUSE,try,0.30476099252700806,0.7159855365753174,0.11663040518760681,0.7762323617935181,0.4928916096687317,0.6557387709617615
ACM3_HUMAN,ach,-1.3580005168914795,0.9860723614692688,-1.3081072568893433,0.9746219515800476,-1.4078936576843262,0.99752277135849
ACM3_HUMAN,dop,0.18845227360725403,0.6905453205108643,0.08748933672904968,0.7162973284721375,0.2894152104854584,0.6647933125495911
ACM3_HUMAN,his,-0.17054468393325806,0.8750757575035095,-0.37699320912361145,0.9720718860626221,0.035903848707675934,0.778079628944397
ACM3_HUMAN,pea,0.5575578808784485,0.8059142827987671,0.5844149589538574,0.9271714687347412,0.5307008028030396,0.6846571564674377
ACM3_HUMAN,ser,0.5537804365158081,0.5695708990097046,0.775285542011261,0.7188029885292053,0.332275390625,0.4203387498855591
ACM3_HUMAN,try,0.20630300045013428,0.7419803142547607,0.16187599301338196,0.8668736219406128,0.2507300078868866,0.6170870065689087
ACM3_MOUSE,ach,-1.3922092914581299,0.9862197637557983,-1.3575266599655151,0.9750341773033142,-1.426891803741455,0.9974053502082825
ACM3_MOUSE,dop,0.25489479303359985,0.6862915754318237,0.10631175339221954,0.7172452211380005,0.40347784757614136,0.6553378701210022
ACM3_MOUSE,his,-0.21681976318359375,0.8796848058700562,-0.3978140950202942,0.9777397513389587,-0.035825420171022415,0.7816298604011536
ACM3_MOUSE,pea,0.4531897008419037,0.8097405433654785,0.5139700174331665,0.9330921769142151,0.39240938425064087,0.6863888502120972
ACM3_MOUSE,ser,0.3959386944770813,0.6583908796310425,0.49724096059799194,0.6729934811592102,0.29463645815849304,0.6437882781028748
ACM3_MOUSE,try,0.173670694231987,0.7412772178649902,0.1315441131591797,0.8602728843688965,0.2157972753047943,0.622281551361084
ACM4_HUMAN,ach,-1.0066165924072266,0.983234167098999,-1.3557955026626587,0.9707950353622437,-0.6574376225471497,0.9956733584403992
ACM4_HUMAN,dop,0.05394813418388367,0.6916462779045105,-0.2571365237236023,0.7499874830245972,0.36503279209136963,0.6333050727844238
ACM4_HUMAN,his,-0.049692459404468536,0.8663442134857178,-0.2232089340686798,0.9382407665252686,0.12382401525974274,0.794447660446167
ACM4_HUMAN,pea,0.15685680508613586,0.849429726600647,0.3337098956108093,0.8972871899604797,-0.019996277987957,0.8015722036361694
ACM4_HUMAN,ser,0.31842225790023804,0.5617660284042358,0.4883544445037842,0.6283091306686401,0.14849010109901428,0.49522286653518677
ACM4_HUMAN,try,0.45812904834747314,0.6797504425048828,0.4025021493434906,0.7926666736602783,0.5137559175491333,0.5668342709541321
ACM4_MOUSE,ach,-1.1905372142791748,0.9927445650100708,-1.6584454774856567,0.9894428253173828,-0.7226289510726929,0.9960463643074036
ACM4_MOUSE,dop,0.08687923103570938,0.6489280462265015,-0.1441534012556076,0.7156835794448853,0.31791186332702637,0.5821724534034729
ACM4_MOUSE,his,0.26228415966033936,0.8180989027023315,0.28355076909065247,0.8931334614753723,0.24101755023002625,0.7430643439292908
ACM4_MOUSE,pea,0.47276121377944946,0.8265360593795776,0.3836922347545624,0.9350780844688416,0.5618302226066589,0.7179940938949585
ACM4_MOUSE,ser,0.3167543411254883,0.6387765407562256,0.12169972062110901,0.6837748885154724,0.5118089318275452,0.593778133392334
ACM4_MOUSE,try,0.31153857707977295,0.7068321704864502,0.14723844826221466,0.8407322764396667,0.47583872079849243,0.5729320645332336
ACM5_HUMAN,ach,-1.1157147884368896,0.9931305646896362,-1.594908595085144,0.9907738566398621,-0.63652104139328,0.9954872727394104
ACM5_HUMAN,dop,0.14264678955078125,0.4848594069480896,-0.11911510676145554,0.5543933510780334,0.40440869331359863,0.41532549262046814
ACM5_HUMAN,his,0.30318987369537354,0.8312636613845825,-0.02850896120071411,0.9263947010040283,0.6348887085914612,0.7361326217651367
ACM5_HUMAN,pea,0.4399029314517975,0.8532536029815674,0.5627903342247009,0.8932645320892334,0.31701552867889404,0.8132426738739014
ACM5_HUMAN,ser,0.5637819170951843,0.5293266773223877,0.6078956723213196,0.6307615041732788,0.5196681618690491,0.42789191007614136
ACM5_HUMAN,try,0.1357404589653015,0.7597550749778748,0.1750207245349884,0.8823164701461792,0.09646017849445343,0.6371936798095703
ACM5_MOUSE,ach,-1.3297815322875977,0.9944554567337036,-1.617536187171936,0.9926093220710754,-1.0420267581939697,0.996301531791687
ACM5_MOUSE,dop,0.271135151386261,0.6584501266479492,0.03148932754993439,0.6236565113067627,0.5107809901237488,0.693243682384491
ACM5_MOUSE,his,0.27259308099746704,0.8196660876274109,-0.013674911111593246,0.9184022545814514,0.5588610768318176,0.7209299206733704
ACM5_MOUSE,pea,0.5103893280029297,0.8013871908187866,0.5099554657936096,0.9089113473892212,0.510823130607605,0.6938629746437073
ACM5_MOUSE,ser,0.48812317848205566,0.6636258959770203,0.5707638263702393,0.721978485584259,0.40548253059387207,0.6052733063697815
ACM5_MOUSE,try,0.12321268022060394,0.7534871101379395,-0.114198237657547,0.8968594670295715,0.3606235980987549,0.6101148128509521
DRD2_HUMAN,ach,0.9523684978485107,0.7692189812660217,0.5497530698776245,0.608604907989502,1.354983925819397,0.9298330545425415
DRD2_HUMAN,dop,-1.9243959188461304,0.9964929223060608,-1.75007963180542,0.9997501969337463,-2.098712205886841,0.9932356476783752
DRD2_HUMAN,his,-0.038885682821273804,0.921891450881958,-0.4203560948371887,0.9554347395896912,0.3425847291946411,0.8883481025695801
DRD2_HUMAN,pea,-0.49347150325775146,0.9285789132118225,-0.4835786521434784,0.9540998339653015,-0.5033643245697021,0.9030579924583435
DRD2_HUMAN,ser,-1.8178961277008057,0.9889044761657715,-1.4529155492782593,0.994692862033844,-2.1828768253326416,0.983116090297699
DRD2_HUMAN,try,-0.43297019600868225,0.8936123847961426,-0.6901861429214478,0.90439772605896,-0.17575423419475555,0.88282710313797
DRD3_HUMAN,ach,0.7962458729743958,0.7630623579025269,0.22300633788108826,0.6128384470939636,1.3694853782653809,0.9132863283157349
DRD3_HUMAN,dop,-2.3929266929626465,0.9977692365646362,-2.201019287109375,0.9999716281890869,-2.584834337234497,0.9955667853355408
DRD3_HUMAN,his,0.21302740275859833,0.8961875438690186,-0.05650952085852623,0.9518573880195618,0.4825643301010132,0.8405176401138306
DRD3_HUMAN,pea,-0.42641106247901917,0.9219666719436646,-0.7119810581207275,0.9847862124443054,-0.1408410668373108,0.8591471314430237
DRD3_HUMAN,ser,-1.943192958831787,0.9816000461578369,-1.5476561784744263,0.9909652471542358,-2.3387298583984375,0.9722349047660828
DRD3_HUMAN,try,-1.024306297302246,0.8958019614219666,-1.0974969863891602,0.906917154788971,-0.9511154890060425,0.8846867680549622
DRD4_HUMAN,ach,0.9588510990142822,0.671911895275116,-0.07285040616989136,0.5033379197120667,1.990552544593811,0.8404858708381653
DRD4_HUMAN,dop,-2.079045534133911,0.9931672811508179,-2.1105427742004395,0.9999693632125854,-2.047548294067383,0.9863651990890503
DRD4_HUMAN,his,0.18141832947731018,0.8419967889785767,-0.005271431058645248,0.9422987103462219,0.3681080937385559,0.7416949272155762
DRD4_HUMAN,pea,-0.624991774559021,0.8690716028213501,-0.9497562646865845,0.9609387516975403,-0.3002273440361023,0.7772044539451599
DRD4_HUMAN,ser,-1.917612075805664,0.967332124710083,-1.9165232181549072,0.9851625561714172,-1.9187010526657104,0.9495017528533936
DRD4_HUMAN,try,-1.0363086462020874,0.9060244560241699,-1.2137144804000854,0.9328873753547668,-0.8589028120040894,0.879161536693573
HRH1_HUMAN,ach,-0.6579095125198364,0.9743409752845764,-1.1590895652770996,0.9646592140197754,-0.15672945976257324,0.9840227365493774
HRH1_HUMAN,dop,-0.6280379295349121,0.6397427320480347,-0.8039131164550781,0.7010367512702942,-0.45216280221939087,0.5784487128257751
HRH1_HUMAN,his,0.21522456407546997,0.7956834435462952,0.5291401147842407,0.8898128271102905,-0.09869098663330078,0.7015540599822998
HRH1_HUMAN,pea,-0.10148917883634567,0.8978999853134155,0.06625325977802277,0.9801579117774963,-0.2692316174507141,0.8156420588493347
HRH1_HUMAN,ser,-0.8874807953834534,0.8416681885719299,-0.7560336589813232,0.9346932172775269,-1.0189279317855835,0.748643159866333
HRH1_HUMAN,try,-0.1108846664428711,0.7801936268806458,-0.6927167773246765,0.945809543132782,0.4709474444389343,0.6145777106285095
HRH1_MOUSE,ach,-0.2214696705341339,0.93156898021698,-0.9505714774131775,0.9034978747367859,0.5076321363449097,0.9596401453018188
HRH1_MOUSE,dop,-0.7641797065734863,0.7765784859657288,-0.5668277144432068,0.769972026348114,-0.9615316987037659,0.7831849455833435
HRH1_MOUSE,his,-0.3278394043445587,0.8446732759475708,-0.11715631186962128,0.8896627426147461,-0.538522481918335,0.7996838092803955
HRH1_MOUSE,pea,-0.2757932245731354,0.9018650054931641,-0.049804408103227615,0.9537433981895447,-0.5017820596694946,0.8499866127967834
HRH1_MOUSE,ser,-0.9868303537368774,0.8331058025360107,-0.8396309018135071,0.908318281173706,-1.1340298652648926,0.7578932642936707
HRH1_MOUSE,try,-0.7978891730308533,0.8496700525283813,-1.2797585725784302,0.9751992225646973,-0.31601980328559875,0.7241408824920654
HRH2_HUMAN,ach,0.30239611864089966,0.606124997138977,-0.37366241216659546,0.48795583844184875,0.9784546494483948,0.724294126033783
HRH2_HUMAN,dop,-0.8856397867202759,0.8983257412910461,-1.1655019521713257,0.9529127478599548,-0.6057776808738708,0.8437387347221375
